name,price,composition,gender,age,category,subcategory,description,img_url,url,scrapped-at
Tênis urban mormaii,"R$ 118,91","Cabedal em sintético pvc .solado termoplásticocores: dark navy , dark grafite, preto e branco, canteen e preto e natural.palmilha de conforto e absorção de impacto revestida com tecido,  removível. limpesa use somente um pano umedecido em agua pura. Apos o uso ,para melhor conservação de seu calçado deixe em lugar fresco , a sombra por 12 hrs .garantia de fabricação de 12 meses.",Masculino,Adulto,,,"Tênis urbam, inspirado no clássico lifestyle repaginado ,construído em laminado sintetico trabalha o cabedal em texturas, relevos, falsas costuras buscando identidade com casual urbano, apresentado em 5 cores clássicas que o torna um produto democrático.",https://mormaiishop.vteximg.com.br/arquivos/ids/2522876-450-450/203311_CAQUI_1.jpg?v=637659731560800000,https://www.mormaiishop.com.br/-----203311/p,12-04-2022
Camiseta manga longa masculina extraline 3a surf mormaii,"R$ 127,42",16% elastanocostura 84% poliamida,Masculino,Adulto,Camiseta,Camiseta-manga-longa,"Camiseta manga longa mormaii extraline desenvolvida com material de alta tecnologia em absorção de raios ultravioleta, com fator de proteção 50+, com capacidade para bloquear 98% dos raios uv, permitindo a exposição ao sol por muito mais tempo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2396274-450-450/SU037M00EXL3A_BORDO_1.jpg?v=637425873355170000,https://www.mormaiishop.com.br/camiseta-manga-longa-masculino-extraline-3a-surf-mormaii-su037m00exl3a/p,12-04-2022
Segurança para óculos flutuador em neoprene,"R$ 39,83",,Unissex,Adulto,,Seguranca-neoprene,"Cordão de segurança para óculos flutuador em neoprene mormaii floater,",https://mormaiishop.vteximg.com.br/arquivos/ids/2453569-450-450/A277_PRETO_1.jpg?v=637511138196170000,https://www.mormaiishop.com.br/seguranca-para-oculos-flutuador-em-neoprene-a277/p,12-04-2022
Camiseta manga longa masculina dry move uv-fps 50 mormaii,"R$ 123,38",7% elastano 93% poliamida,Masculino,Adulto,Camiseta,Camiseta-manga-longa,"Camiseta manga longa masculina dry move uv protection, pensada para quem quer aproveitar maior tempo ao ar livre e busca conforto e segurança, a linha de produtos mormaii uv50+ é uma excelente alternativa de proteção solar física, a proteção uv é realizada através da aplicação de um aditivo na fiação durante a construção da malha, perdurando a proteção por toda a vida útil da peça, preservando a beleza e naturalidade da sua pele, desenvolvida com tecidos selecionados em função do seu grau de proteção e construção tecnológica, bloqueia até 98% da radiação uv.",https://mormaiishop.vteximg.com.br/arquivos/ids/2394112-450-450/UV037M00DMO1A_CINZA_1.jpg?v=637425839450030000,https://www.mormaiishop.com.br/camiseta-manga-longa-masculino-dry-move-1a-uv-mormaii-uv037m00dmo1a/p,12-04-2022
Camiseta com capuz dry smart uv-fps 50 mormaii,"R$ 154,28",8% elastano 92% poliester,Masculino,Adulto,Camiseta,Camiseta-manga-longa,"Camiseta manga longa com capuz masculino dry smart uv protection, pensada para quem quer aproveitar maior tempo ao ar livre e busca conforto e segurança, a linha de produtos mormaii uv50+ é uma excelente alternativa de proteção solar física, a proteção uv é realizada através da aplicação de um aditivo na fiação durante a construção da malha, perdurando a proteção por toda a vida útil da peça, preservando a beleza e naturalidade da sua pele, desenvolvida com tecidos selecionados em função do seu grau de proteção e construção tecnológica, bloqueia até 98% da radiação uv.",https://mormaiishop.vteximg.com.br/arquivos/ids/2394497-450-450/UV038M00DSM1A_ESTAMPA-PRETO_1.jpg?v=637425843215370000,https://www.mormaiishop.com.br/camiseta-manga-longa-com-capuz-dry-smart-1a-uv-mormaii-uv038m00dsm1a/p,12-04-2022
Camiseta manga curta dry action uv-fps 50 mormaii,"R$ 72,54",6% elastano 94% poliamida,Feminino,Adulto,Camiseta,Camiseta-manga-curta,"Camiseta manga curta feminino dry action uv protection, pensada para quem quer aproveitar maior tempo ao ar livre e busca conforto e segurança, a linha de produtos mormaii uv50+ é uma excelente alternativa de proteção solar física, a proteção uv é realizada através da aplicação de um aditivo na fiação durante a construção da malha, perdurando a proteção por toda a vida útil da peça, preservando a beleza e naturalidade da sua pele, desenvolvida com tecidos selecionados em função do seu grau de proteção e construção tecnológica, bloqueia até 98% da radiação uv.",https://mormaiishop.vteximg.com.br/arquivos/ids/2390750-450-450/UV041F00DAM3A_ROSA_1.jpg?v=637425801119670000,https://www.mormaiishop.com.br/camiseta-manga-curta-dry-action-3a-uv-mormaii-uv041f00dam3a/p,12-04-2022
Óculos de sol mormaii madri chumbo com laranja,"R$ 269,00",Tamanho das Lentes:Horizontal: 57mmVertical: 41mmTamanho Armação:De haste a haste: 137mmComprimento da haste: 140mm,Masculino,Adulto,Oculos-de-sol,,"Óculos de sol mormaii madri chumbo com laranja, lente cinza degradê.",https://mormaiishop.vteximg.com.br/arquivos/ids/2534252-450-450/M0095D5633_CINZA_1.jpg?v=637669252818900000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-madri-chumbo-com-laranja-m0095d5633/p,12-04-2022
Chinelo mormaii tropical graphics,"R$ 39,99",Mormaii tropical graphics conta com grafias inspiradas no por do sol e no estilo praia Mormaii de ser!,Masculino,Adulto,Chinelo,Dedo,O chinelo tropical graphics adulto mormaii conta com grafias inspiradas no por do sol e no estilo praia mormaii de ser!,https://mormaiishop.vteximg.com.br/arquivos/ids/2543026-450-450/10591A_PRETO-PRETO-CINZA_1.jpg?v=637694284927300000,https://www.mormaiishop.com.br/chinelo-mormaii-tropical-graphics-10591a/p,12-04-2022
Chinelo neocycle 2.0 adulto mormaii,"R$ 49,99",Produto em estampa pvc com ainda maior leveza.,Masculino,Adulto,Chinelo,Dedo,"Com um cabedal robusto e grafias inspiradas no lifestyle dos surfistas, o modelo conta com cores vibrantes, que evidenciam a ideia de um dia alegre na praia.",https://mormaiishop.vteximg.com.br/arquivos/ids/2543189-450-450/10802B_PRETO-AMARELO_1.jpg?v=637697739967500000,https://www.mormaiishop.com.br/chinelo-neocycle-20-mormaii-10802b/p,12-04-2022
Estojo preto juvenil poliester mormaii,"R$ 25,19",Dois compartimentos com zíperMedidas aproximadas: 9x8x22 cm,Masculino,Adulto,,,"Com dois compartimentos, os estojos são perfeitos para organização do dia-a-dia trazendo muita praticidade, versatilidade e acima de tudo, muita qualidade.",https://mormaiishop.vteximg.com.br/arquivos/ids/2379707-450-450/MOE3U01_PRETO_1.jpg?v=637425448175370000,https://www.mormaiishop.com.br/estojo-preto-juvenil-poliester-mormaii-moe3u01/p,12-04-2022
Mochila preta poliester 17 litros mormaii,"R$ 142,43",Uma divisória com porta laptop - dois bolsos telados nas laterais - alças acolchoadas - detalhes em matelassê. - Medidas (L x A x C): 29 cm x 43 cm x 21 cm,Feminino,Adulto,Escolar,Mochila-sem-rodas,"Versáteis e exclusivas! seja para usar no passeio, dia a dia, para academia ou até mesmo para o trabalho, você pode contar com um modelo de mochila mormaii. são modelos que atendem todos os públicos. há diferenciais em cada estilo como estampas exclusivas, bolsos laterias, alças acolchoadas, puxadores reforçados, bolsos frontais e compartimento para laptop.",https://mormaiishop.vteximg.com.br/arquivos/ids/2397956-450-450/MOM39U01_PRETO_1.jpg?v=637425890962330000,https://www.mormaiishop.com.br/mochila-preta-juvenil-poliester-mormaii-mom39u01/p,12-04-2022
Mochila azul poliester 19 litros mormaii,"R$ 137,51","Três divisóriasdois bolsos telados nas lateraisporta laptopcinta de segurançaalças e costas reforçadaentrada para usb e entrada para fone,costas em eva47x29x18",Masculino,Adulto,,,"Versáteis e exclusivas! seja para usar no passeio, dia a dia, para academia ou até mesmo para o trabalho, você pode contar com um modelo de mochila mormaii. são modelos que atendem todos os públicos. há diferenciais em cada estilo como estampas exclusivas, bolsos laterias, alças acolchoadas, puxadores reforçados, bolsos frontais e compartimento para laptop.",https://mormaiishop.vteximg.com.br/arquivos/ids/2405102-450-450/MOM23U23_AZUL_1.jpg?v=637426003827000000,https://www.mormaiishop.com.br/mochila-azul-juvenil-poliester-mormaii-mom23u23/p,12-04-2022
Mochila azul marinho 27 litros mormaii,"R$ 128,19",Duas divisóriascintas de segurançamodelo expansíveldois bolsos telados nas lateraisum bolso frontal66x36x16,Masculino,Adulto,,,"Versáteis e exclusivas, seja para usar no passeio, dia a dia, para academia ou até mesmo para o trabalho, você pode contar com um modelo de mochila mormaii, são modelos que atendem todos os públicos, há diferenciais em cada estilo como estampas exclusivas, bolsos laterias, alças acolchoadas, puxadores reforçados, bolsos frontais e compartimento para laptop.",https://mormaiishop.vteximg.com.br/arquivos/ids/2385015-450-450/MOM7U02_AZUL_1.jpg?v=637425538818800000,https://www.mormaiishop.com.br/mochila-azul-marinho-juvenil-mormaii-mom7u02/p,12-04-2022
Mochila preta poliester mormaii,"R$ 106,82",Duas divisóriascintas de segurançamodelo expansíveldois bolsos telados nas lateraisum bolso frontal68x36x16,Unissex,Adulto,,,"Versáteis e exclusivas! seja para usar no passeio, dia a dia, para academia ou até mesmo para o trabalho, você pode contar com um modelo de mochila mormaii. são modelos que atendem todos os públicos. há diferenciais em cada estilo como estampas exclusivas, bolsos laterias, alças acolchoadas, puxadores reforçados, bolsos frontais e compartimento para laptop.",https://mormaiishop.vteximg.com.br/arquivos/ids/2422670-450-450/MOM9U01_PRETO_1.jpg?v=637426721099900000,https://www.mormaiishop.com.br/mochila-preta-poliester-mormaii-mom9u01/p,12-04-2022
Cueca boxer confeccionada mormaii,"R$ 42,00",48% poliéster 96% algodão,Masculino,Adulto,Cueca-boxer,,"Cueca mormaii confeccionada em algodão, com a modelagem anatômica sem costuras lateais, respirabilidade e um toque macio.",https://mormaiishop.vteximg.com.br/arquivos/ids/2532232-450-450/QE5633_PRETO3_1.jpg?v=637668367635130000,https://www.mormaiishop.com.br/cueca-boxer-confeccionada-mormaii-qe5633/p,12-04-2022
Relógio digital mormaii luau cinza mo3124ab/8c,"R$ 262,50",Material da caixa: polímeroTamanho da caixa: 39mmCor da caixa: cinzaResistência à água: 5 atmMaterial da pulseira: siliconeCor da pulseira: cinza,Feminino,Adulto,,Relogio-silicone,Relógio mormaii maui feminino com caixa de polímero 39 mm com formato vintage octogonal. pulseira toda cinza em silicone aveludado que se encaixa perfeitamente no pulso. mostrador lcd negativo e à prova dágua 5 atm.,https://mormaiishop.vteximg.com.br/arquivos/ids/2392558-450-450/MO3124AB8C_CINZA_1.jpg?v=637425823387100000,https://www.mormaiishop.com.br/relogio-digital-mormaii-luau-cinza-mo3124ab8c-mo3124ab8c/p,12-04-2022
Óculos de sol mormaii nazaré preto brilho,"R$ 269,00",MedidasHaste a Haste: 132mmPonte: 17mmHaste Comprimento: 115mmLente Horizontal: 64mmLente Vertical: 44mm,Masculino,Adulto,Oculos-de-sol,,"Com um design robusto, o modelo nazaré é uma revisita aos clássicos curvados mormaii, sem abrir mão de traços mais modernos. a armação, apesar do tamanho, é leve e o destaque fica por conta do detalhe lateral nas hastes, com o símbolo da marca.",https://mormaiishop.vteximg.com.br/arquivos/ids/2534318-450-450/M0103A0233_PRETO_1.jpg?v=637669254896770000,https://www.mormaiishop.com.br/oculos-sol-mormaii-nazare-preto-brilhol-cinza-degr-m0103a0233/p,12-04-2022
Mochila roxa juvenil poliester mormaii,"R$ 85,41",Uma divisóriabolso frontalbolso anti furtodois bolsos telados nas lateraiscinta de segurança43x30x14,Unissex,Adulto,,,"Versáteis e exclusivas! seja para usar no passeio, dia a dia, para academia ou até mesmo para o trabalho, você pode contar com um modelo de mochila mormaii. são modelos que atendem todos os públicos. há diferenciais em cada estilo como estampas exclusivas, bolsos laterias, alças acolchoadas, puxadores reforçados, bolsos frontais e compartimento para laptop.",https://mormaiishop.vteximg.com.br/arquivos/ids/2426251-450-450/MOM34U61_ROSA-ESCURO_1.jpg?v=637426756626000000,https://www.mormaiishop.com.br/mochila-roxa-juvenil-poliester-mormaii-mom34u61/p,12-04-2022
Relógio digital mormaii digi dourado mo6600ad/8b,"R$ 262,50",Material da caixa: polímeroTamanho da caixa: 38 mmCor da caixa: douradoResistência à água: 10 atmMaterial da pulseira: siliconeCor da pulseira: branco,Unissex,Adulto,,Relogio-polimero,"Relógio mormaii da nossa querida linha digi, em pulseira de silicone branca, todo em preto com display lcd negativo e à prova dágua 10 atm, caixa quadrada 38 mm com encaixe perfeito no pulso, funções do módulo: hora, calendário, alarme, dual time, cronógrafo e timer.",https://mormaiishop.vteximg.com.br/arquivos/ids/2418004-450-450/MO6600AD8B_BRANCO_1.jpg?v=637426660284330000,https://www.mormaiishop.com.br/relogio-digital-mormaii-digi-dourado-mo6600ad8b-mo6600ad8b/p,12-04-2022
Long john manga longa backzip 3.2mm masculino triathlon 5a águas abertas mormaii,"R$ 1.997,41",14% elastano 86% poliamida,Masculino,Adulto,Triathlon,,Long john manga longa backzip 3.2 masculino athlon mormaii. desenvolvido baseado em informações e testes de usabilidade em atletas de triathlon de longa distância e travessia de águas abertas.,https://mormaiishop.vteximg.com.br/arquivos/ids/2505064-450-450/AA001M32THT5A_PRETO-PRATA_1.jpg?v=637630351718500000,https://www.mormaiishop.com.br/long-john-manga-longa-backzip-32mm-masculino-triathlon-5a-aguas-abertas-mormaii-aa001m32tht5a/p,12-04-2022
Prancha bodyboard verde +10 anos mormaii,"R$ 157,98","material de fabricação: utiliza bloco de eps com poliuretano expandido. - peso da prancha: 1,040 kg - medidas da prancha: 88 cm x 50 cm x 6 cm",Unissex,Infantil,,Bodyboard,"As pranchas de bodyboard junior amadoras da mormaii levam consigo o grande conhecimento adquirido por anos de estrada em esportes aquáticos, e especialmente em surf, que a mormaii tem. como todos produtos da marca, as pranchas de bodyboard passam por um rigoroso sistema de qualidade, onde realmente são ofertados produtos que atendam o padrão da marca, acompanha leash ( cordinha ) de fixação no punho. como trata-se de um brinquedo, as pranchas são feitas com materiais que não machucam quando impactados ao corpo, deixando a diversão muito mais segura, tanto para crianças bem pequenas, quanto para os mais grandinhos que estejam iniciando no esporte.",https://mormaiishop.vteximg.com.br/arquivos/ids/2443478-450-450/BJF_VERDE_1.jpg?v=637461024874770000,https://www.mormaiishop.com.br/prancha-bodyboard-rosa-10-anos-mormaii--bjf/p,12-04-2022
Camiseta manga longa feminina capsula proteção uv-fps 50 mormaii,"R$ 93,77",Tecido com proteção uv50+ bloqueia até 98% dos raios uv.,Feminino,Adulto,Camiseta,Camiseta-manga-longa,"A camiseta capsula proteção uv-fps 50 foi pensada para quem quer aproveitar maior tempo ao ar livre e busca conforto e segurança, a linha de produtos mormaii uv50+ é uma excelente alternativa de proteção solar física, a proteção uv é realizada através da aplicação de um aditivo na fiação durante a construção da malha, perdurando a proteção por toda a vida útil da peça, preservando a beleza e naturalidade da sua pele, desenvolvida com tecidos selecionados em função do seu grau de proteção e construção tecnológica, bloqueia até 98% da radiação uv,",https://mormaiishop.vteximg.com.br/arquivos/ids/2394474-450-450/UV037F00CAP1B_PRETO_1.jpg?v=637425843043770000,https://www.mormaiishop.com.br/camiseta-manga-longa-feminina-capsula-1b-protecao-uv-mormaii-uv037f00cap1b/p,12-04-2022
Óculos de sol mormaii pato azul escuro fosco,"R$ 299,00",,Masculino,Adulto,Oculos-de-sol,,"Os óculos pato são cheios de personalidade, sem abrir mão da leveza, a frente com lente máscara traz as características da moda mundial e as hastes dão um ar esportivo, que não poderia faltar nesta coleção.",https://mormaiishop.vteximg.com.br/arquivos/ids/2534312-450-450/M0102K3333_AZUL_1.jpg?v=637669254794630000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-pato-azul-escuro-fosco-m0102k3333/p,12-04-2022
Chaveiro neoprene para moto mormaii 48 cm,"R$ 24,90",Chaveiro em neoprene com sistema de engate rápidoComprimento: 48cm Largura: 2cm Altura: 1cm.,Unissex,Adulto,,Chaveiro-neoprene,"Chaveiro mormaii neoprene para moto fabricado em material 100% neoprene, sistema de engate rápido, ergonomicamente projetado para oferecer um máximo de conforto. garantia mormaii.",https://mormaiishop.vteximg.com.br/arquivos/ids/2471273-450-450/MHA001_PRETO_1.jpg?v=637529259794270000,https://www.mormaiishop.com.br/chaveiro-neoprene-para-motociclista-mormaii--mha001/p,12-04-2022
Jaqueta manga longa com neoprene 1mm extraline 4a surf mormaii,"R$ 419,38",100% policloropreno 14% elastano 86% poliamida,Masculino,Adulto,Surf,,"Jaqueta manga longa masculino extraline mormaii. desenvolvido baseado em informações e testes de usabilidade em atletas, em situações exigentes nos diferentes cenários. empregamos tecnologias inovadoras, focados em proporcionar maior conforto durante a prática de diversos esportes aquáticos. desenvolvida com material de alta tecnologia em absorção de raios ultravioleta, com fator de proteção 50+, com capacidade para bloquear 98% dos raios uv, permitindo a exposição ao sol por muito mais tempo. possui painéis de borracha estrategicamente localizados para maior isotermia.",https://mormaiishop.vteximg.com.br/arquivos/ids/2419663-450-450/SU040M10EXL4A_PRETO_1.jpg?v=637426676530870000,https://www.mormaiishop.com.br/jaqueta-manga-longa-com-neoprene-1mm-extraline-4a-surf-mormaii-su040m10exl4a/p,12-04-2022
